Subspecies Name,Scientific Name,Region,Physical Characteristics,Coat Variations,Image Path
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\11.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\48.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\45.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\37.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\3.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\9.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\39.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\6.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\42.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\45.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\6.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\8.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\27.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\4.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\24.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\35.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\46.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\5.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\36.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\1.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\25.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\7.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\38.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\8.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\10.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\42.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\45.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\16.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\21.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\45.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\13.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\35.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\7.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\4.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\46.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\3.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\44.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\49.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\19.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\28.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\49.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\14.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\12.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\6.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\40.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\38.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\15.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\6.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\40.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\5.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\32.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\39.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\46.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\41.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\11.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\45.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\38.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\46.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\29.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\44.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\43.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\19.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\28.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\39.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\26.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\23.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\17.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\13.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\38.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\32.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\27.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\38.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\37.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\3.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\41.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\5.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\44.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\30.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\44.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\42.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\20.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\36.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\11.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\4.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\44.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\19.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\46.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\7.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\49.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\41.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\34.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\19.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\49.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\44.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\32.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\12.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\30.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\41.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\37.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\36.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\33.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\46.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\10.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\30.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\6.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\36.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\18.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\15.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\12.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\13.jpg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\50.jpeg
Alaskan Interior Wolf,Canis lupus pambasileus,Alaska,"Medium-sized build, thick fur","Gray, black, white, brown",Dataset\Alaskan Interior Wolf\3.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\44RM2XIV7TUC.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\BP31QSWD5FUZ.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\MFUZSESQFIOH.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\MV5RO4NNXMAJ_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\G13USPC77XO8.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\63.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\113.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\UGV49MX0TGB3_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\PRAEUN8GF0YX.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\GO2GODG6N2MR_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\XIRQRV4AP82Z_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\36.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\NWFOLCHYXSEA.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\117.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\B1XL2JWG7R8D_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\R6FCBVJ7GN0O.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\9CIAREQ3DF10.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\123.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\Z70TZMD2S7ZM.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\CJOBKQY872TC_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\CGZS9O211S9Q_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\RE7PSTUKWUY8_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\W71T9ZMFMFJ0.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\70H4LZD9DJ5Z_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\EWBV31BXC9I8.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\P71761TU13ZB_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\Y874G6HGOCQD.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\1QFT6AWLWU7E_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\PBFYYWCE5FUK.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\157.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\39BK01SUIKLL_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\AYQO4UKOEJ1L.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\XLRE7DU1HPX0_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\XVLY5E02S0XV_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\DS9F4T1EBNTN.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\KQZ0J9H0DYVG_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\0HXMLVH9RE86_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\9Z1XOMGS2Q82_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\8THG9TPZ0LF8.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\1QFT6AWLWU7E_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\IS04Y2Q904OQ.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\S73425Z6VDNM.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\9Z23VVVSJCTT.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\JZW889KSH22I_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\S4YDXSYBOYJ5_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\PBFYYWCE5FUK_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\XE7SGRLQRVR4.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\XLRE7DU1HPX0_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\WKATJEKE7PWB.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\107.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\ZX5AOO565T40_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\145.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\NKJ026TUIH3F_aug.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\0N4FG7IBYTO9.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\1QFT6AWLWU7E.jpg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\88.jpeg
Arctic Wolf,Canis lupus arctos,Arctic region,"Medium-sized build, thick white fur","Pure white, light gray, yellowish tinges",Dataset\Arctic Wolf\NLQNY4Z4PKMS.jpg
